state,datacenter_name,metadata
Texas,2323 Bryan Street (DFW10),"Digital Realty | 2323 Bryan Street | 75201 | Dallas | Texas, | USA | 2323 Bryan Street is located in downtown Dallas and consists of over 477,000 square feet."
Virginia,Amazon AWS IAD - 42090 Reeds Farm Ln,"Amazon AWS | 42090 Reeds Farm Ln | 20105 | Stone Ridge | Virginia, | USA | Amazon Web Services (AWS) plans to build three new data centers on a 90-acre site in Stone Ridge, Loudoun County, Virginia."
Virginia,Amazon AWS IAD - 22940 Platform,"Amazon AWS | 22940 Platform Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 22940 Platform."
Virginia,Amazon AWS IAD - 43975 Light Speed Plz,"Amazon AWS | 43975 Light Speed Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - 43649 Light Speed Plz A."
Virginia,Amazon AWS IAD - Platform & Old Ox Campus,"Amazon AWS | Platform Plz / Old Ox Rd | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - Platform & Old Ox Campus."
Virginia,Amazon AWS IAD - 45775 Old Ox,"Amazon AWS | 45775 Old Ox Rd | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 45775 Old Ox."
Virginia,Amazon AWS IAD - 24185 Upper Woodside,"Amazon AWS | 24185 Upper Woodside Ln | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - 24185 Upper Woodside."
Virginia,Amazon AWS IAD - 42948 Fadeley,"Amazon AWS | 42948 Fadeley Ln | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 42948 Fadeley."
Virginia,Amazon AWS IAD - 45795 Old Ox,"Amazon AWS | 45795 Old Ox Rd | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 45795 Old Ox."
Virginia,Amazon AWS IAD - 24244 Quail,"Amazon AWS | 24244 Quail Ridge Ln | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 24244 Quail."
Virginia,Amazon AWS IAD - 41992 John Mosby,"Amazon AWS | 41992 John Mosby Hwy | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 41992 John Mosby."
Virginia,Amazon AWS IAD - 24224 Quail,"Amazon AWS | 24224 Quail Ridge Ln | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 24224 Quail."
Virginia,Amazon AWS IAD - 43764 Light Speed Plz,"Amazon AWS | 43764 Light Speed Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 43764 Light Speed Plz."
Virginia,Amazon AWS IAD - 42949 Fadeley,"Amazon AWS | 42949 Fadeley Ln | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 42949 Fadeley."
Virginia,Amazon AWS IAD - 43855 Light Speed Plz,"Amazon AWS | 43855 Light Speed Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - 43649 Light Speed Plz C."
Virginia,Amazon AWS IAD - 24234 Quail,"Amazon AWS | 24234 Quail Ridge Ln | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 24234 Quail."
Virginia,Amazon AWS IAD - 24178 Upper Woodside,"Amazon AWS | 24178 Upper Woodside Ln | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - 24178 Upper Woodside."
Virginia,Amazon AWS IAD - 22900 Platform,"Amazon AWS | 22900 Platform Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 22900 Platform."
Virginia,Amazon AWS IAD - 22890 Platform,"Amazon AWS | 22890 Platform Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 22890 Platform."
Virginia,Amazon AWS IAD - 42800 Fadeley,"Amazon AWS | 42800 Fadeley Ln | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 42800 Fadeley."
Virginia,Amazon AWS IAD - 43765 Light Speed Plz,"Amazon AWS | 43765 Light Speed Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - 43649 Light Speed Plz D."
Virginia,Amazon AWS IAD - Light Speed Plz Campus,"Amazon AWS | 43649-43975 Light Speed Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - Light Speed Plz Campus."
Virginia,Amazon AWS IAD - 43649 Light Speed Plz,"Amazon AWS | 43649 Light Speed Plz | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - 43649 Light Speed Plz B."
Virginia,Amazon AWS IAD - Quail Campus,"Amazon AWS | 24214-24244 Quail Ridge Ln | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Quail Campus."
Virginia,Amazon AWS IAD - 24214 Quail,"Amazon AWS | 24214 Quail Ridge Ln | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 24214 Quail."
Virginia,PowerHouse Arcola Campus,"PowerHouse Data Centers | 24408 Stone Springs Blvd | 20166 | Arcola | Virginia, | USA | The PowerHouse Arcola campus will feature 2 buildings, being delivered with 12 months in between. Building A is expected to be ready in August 2025 and Building B in September 2026."
Virginia,PowerHouse Arcola - Building A,"PowerHouse Data Centers | 24408 Stone Springs Blvd | 20166 | Arcola | Virginia, | USA | The PowerHouse Arcola campus will feature 2 buildings, being delivered with 12 months in between. Building A is expected to be ready in August 2025 and Building B in September 2026."
Virginia,PowerHouse Arcola - Building B,"PowerHouse Data Centers | 24408 Stone Springs Blvd | 20166 | Arcola | Virginia, | USA | The PowerHouse Arcola campus will feature 2 buildings, being delivered with 12 months in between. Building A is expected to be ready in August 2025 and Building B in September 2026."
Virginia,43830 Devin Shafron Drive (IAD24),"Digital Realty | 43830 Devin Shafron Drive | 20147 | Ashburn | Virginia, | USA | 43830 Devin Shafron is a datacenter of over 113,000 square feet and is part of the Northern Virginia, Datacenter Park."
Virginia,44100 Digital Loudoun Plaza (IAD38),"Digital Realty | 44100 Digital Loudoun Plaza | 20147 | Ashburn | Virginia, | USA | 44100 Digital Loudoun Plaza provides premier connectivity and access to an extensive fiber network already in place."
Virginia,"44274 Round Table Plaza, Bldg L (IAD39)","Digital Realty | 44274 Round Table Plaza | 20147 | Ashburn | Virginia, | USA | Digital Realty's data center in Building L at 44274 Round Table Plaza is perfect for secure large scale deployments in the Dulles Technology Corridor of Northern Virginia."
Virginia,44461 Chilum Place (ACC6),"Digital Realty | 44461 Chilum Place | 20147 | Ashburn | Virginia, | USA | Across 220,000 gross square feet, with critical power capacity of 26.0 megawatts, 44461 Chilum Place, delivers the ultimate in data center performance, reliability and energy efficiency."
Virginia,44480 Hastings Drive (ACC4),"Digital Realty | 44480 Hastings Drive | 20147 | Ashburn | Virginia, | USA | Available capacity for rapid deployment, 44480 Hastings Drive offers a density of 207 watts per square foot and takes advantage of eco-friendly reclaimed water for advanced evaporative chilling."
Virginia,Cologix ASH1-S,"Cologix | 21745 Beaumeade Circle | 20147 | Ashburn | Virginia, | USA | Our Scalelogix ASH1-S Data Center began construction in Q4 2020. Part of our new cloud campus, this facility combines massive hyperscale edge capacity with a highly-dense interconnection hub."
Virginia,21745 Sir Timothy (ACC9),"Digital Realty | 21745 Sir Timothy Dr | 20147 | Ashburn | Virginia, | USA | Data center located at 21745 Sir Timothy Dr in Ashburn."
Virginia,21625 Gresham Drive (ACC7),"Digital Realty | 21625 Gresham Drive | 20147 | Ashburn | Virginia, | USA | 21625 Gresham Drive is minutes from Washington, D.C. and stands as a premier example of data center performance, reliability and energy efficiency."
Virginia,44060 Digital Loudoun Plaza (IAD37),"Digital Realty | 44060 Digital Loudoun Plaza | 20147 | Ashburn | Virginia, | USA | Strategically located on 98 acres of land in the Dulles technology corridor of Northern Virginia, this property is the seventh data center on the on the Ashburn Campus supporting both Turn-Key Data Centers and Powered Base Building (PBB) configurations."
Virginia,44521 Hastings Drive (ACC5),"Digital Realty | 44521 Hastings Drive | 20147 | Ashburn | Virginia, | USA | LEED Gold-certified, 44521 Hasting Drive maximizes PUE on more than 17 acres in Northern Virginia's bustling Data Center Alley."
Virginia,44520 Hastings (ACC3),"Digital Realty | 44520 Hastings Dr | 20147 | Ashburn | Virginia, | USA | Fully leased data center with 146,999 square feet of whitespace and 13,9 MW of power."
Virginia,44490 Chillum (ACC2),"Digital Realty | 44490 Chillum Place | 20147 | Ashburn | Virginia, | USA | Please see the profile for further details about 44490 Chillum (ACC2)."
Virginia,43780 Digital Loudoun Plaza (IAD36),"Digital Realty | 43780 Digital Loudoun Plaza | 20147 | Ashburn | Virginia, | USA | Strategically located on a 98-acre site in the Dulles technology corridor of Northern Virginia, this property is on the Ashburn Connected Campus supporting both Turn-key Flex and custom Powered Base Building configurations."
Virginia,43881 Devin Shafron Drive (IAD12),"Digital Realty | 43881 Devin Shafron Drive | 20147 | Ashburn | Virginia, | USA | Strategically located on 98 acres of land in the Dulles technology corridor of Northern Virginia, the Ashburn Campus has a total capacity of 230 MW."
Virginia,43791 Devin Shafron Drive (IAD14),"Digital Realty | 43791 Devin Shafron Drive | 20147 | Ashburn | Virginia, | USA | Strategically located on 98 acres of land in the Dulles technology corridor of Northern Virginia, the Ashburn Campus boasts data center buildings that support both Turn-Key Data Centers and Powered Base Building (PBB) configurations."
Virginia,21744 Sir Timothy (ACC10),"Digital Realty | 21744 Sir Timothy Dr | 20147 | Ashburn | Virginia, | USA | Data center located at 21744 Sir Timothy Dr in Ashburn."
Virginia,44540 Round Table Plaza (IAD73),"Digital Realty | 44540 Round Table Plz | 20147 | Ashburn | Virginia, | USA | Please see the profile for further details about 44540 Round Table Plaza (IAD73)."
Virginia,43940 Digital Loudoun Plaza (IAD35),"Digital Realty | 43940 Digital Loudoun Plaza | 20147 | Ashburn | Virginia, | USA | Strategically located on 98 acres of land in the Dulles technology corridor of Northern Virginia, the Ashburn Campus boasts data center buildings that support both Turn-Key Data Centers and Powered Base Building (PBB) configurations."
Virginia,"44372 Round Table Plaza, Bldg M (IAD40)","Digital Realty | 44372 Round Table Plaza | 20147 | Ashburn | Virginia, | USA | Digital Realty's data center in Building M at 44372 Round Table Plaza is perfect for secure large scale deployments in the Dulles Technology Corridor of Northern Virginia."
Virginia,43831 Devin Shafron (IAD13),"Digital Realty | 43831 Devin Shafron Dr | 20147 | Ashburn | Virginia, | USA | Fully leased data center with 117,071 square feet of whitespace."
Virginia,44470 Chilum Place (IAD18),"Digital Realty | 44470 Chilum Place | 20147 | Ashburn | Virginia, | USA | Please see the profile for further details about 44470 Chilum Place (IAD18)."
Virginia,"22124 Broderick Drive, Bldg R (IAD42)","Digital Realty | 22124 Broderick Drive (Bldg R) | 20147 | Ashburn | Virginia, | USA | Please see the profile for further details."
Virginia,21362 Smith Switch (ACC8),"Digital Realty | 21362 Smith Switch Rd | 20147 | Ashburn | Virginia, | USA | Please see the profile for further details about 21362 Smith Switch (ACC8)."
Virginia,43915 Devin Shafron (IAD15),"GI Property Management | 43915 Devin Shafron Drive | 20147 | Ashburn | Virginia, | USA | Strategically located on 98 acres of land in the Dulles technology corridor of Northern Virginia, the Ashburn Campus has a total capacity of 230 MW."
Virginia,"44751 Round Table Plaza, Bldg P (IAD41)","Digital Realty | 44751 Round Table Plaza (Bldg P) | 20147 | Ashburn | Virginia, | USA | Please see the profile for further details."
Virginia,GDC - Ashburn VA1 Data Center,"NTT DATA, Inc. | 44664 Guilford Drive | 20147 | Ashburn | Virginia, | USA | NTT DATA's Ashburn VA1 Data Center is an EPA ENERGY STAR certified facility offering 14.4MW of critical IT load. VA1 features one of the most innovative data center architectures in the industry and patented NTT DATA technology, all backed by a 100% uptime SLA."
Virginia,GDC - Ashburn VA3 Data Center,"NTT DATA, Inc. | 21583 Megawatt Drive | 20147 | Ashburn | Virginia, | USA | NTT DATA's Ashburn VA3 Data Center is the first facility on NTT DATA's Ashburn Data Center campus, designed to accommodate seven buildings on the 78-acre site. VA3 offers 245,000 square feet of space and 16MW of power."
Virginia,GDC - Ashburn VA2 Data Center,"NTT DATA, Inc. | 44610 Guilford Drive | 20147 | Ashburn | Virginia, | USA | NTT DATA's Ashburn VA2 Data Center offers 14MW of critical IT load in seven turn-key vaults. VA2 design can accommodate multi-megawatt requirements for large wholesale customers, or allow tenants to grow in phases."
Virginia,GDC - Ashburn VA4 Data Center,"NTT DATA, Inc. | 21583 Megawatt Drive | 20147 | Ashburn | Virginia, | USA | NTT DATA's Ashburn VA4 Data Center features 32MW of critical IT load and is the fourth of nine planned data centers on a 224MW campus in Ashburn, Virginia."
Virginia,GDC - Ashburn VA5 Data Center,"NTT DATA, Inc. | 21583 Megawatt Drive | 20147 | Ashburn | Virginia, | USA | The Ashburn VA5 Data Center features 32MW of critical IT load and is the fifth of nine planned data centers on NTT DATA's 224MW campus in Ashburn, Virginia."
Virginia,Serverfarm Vienna DC2,"Serverfarm | 7990 Quantum Dr | 22182 | Vienna | Virginia, | USA | Located right off the Beltway and 500 meters from the original MAE-East Internet Exchange Point"
Virginia,Equinix DC21,"Equinix | 22175 Beaumeade Circle | 20147 | Ashburn | Virginia, | USA | DC21 data centre provides connectivity to extensive business ecosystems in Chicago, New York and London. It serves as a gateway to Europe and"
Virginia,Equinix DC11,"Equinix | 21721 Filigree Court | 20147 | Ashburn | Virginia, | USA | Washington DC colocation services at DC11 by Equinix represent some of the largest Internet exchange points with several locations LEED and SSAE16 SOC-1 Type II certified."
Virginia,SDC Ashburn - Building A,"Sabey Data Center Properties LLC | 21741 Red Rum Dr | 20147 | Ashburn | Virginia, | USA | Our Ashburn data center is a carrier-neutral facility which is currently leasing colocation and powered shell space. Experience up-time, all the time in Data Center Alley."
